4.845629000347639703e+01,9.822247919807836070e+00,4.943060859451480127e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.842258824947364104e+01,3.614275097629256805e+01,3.507153313520740312e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.412262736045546774e+01,4.837012401025687325e+01,6.421770659221306232e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.790711636515299965e+00,7.454887002255502182e+01,9.652643302899086564e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.840046471473013412e+01,8.665649288834616470e+01,3.528922305374903345e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.808340246111632865e+01,9.284549083140286996e+01,5.049838690234492589e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199858625962524883e+01,2.136287009464453845e+01,9.469193766385568267e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.135429660066099089e+01,7.018543696712220026e+01,9.671886936494944109e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.852961424889679165e+01,6.810431478508684222e+01,9.692337629079246142e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.281771998712646266e+01,3.131233055131513865e+01,7.424705108280763000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.494330154334676308e+01,5.477769438312488859e+01,3.551819817880884500e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.104764989140058162e+01,2.719576655906188378e+01,1.021828292188147103e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.474480741015861440e+01,1.677526308177623804e+01,1.558950015783344689e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.225060559051834730e+01,3.282415690087173488e+01,9.120279930939378232e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.193218060931717162e+01,9.844505491339397452e+01,8.222172016422307195e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.997380509407905436e+01,2.520153187096740854e+00,6.444170988720863136e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.675374810710241036e+01,2.078815157099318611e+01,4.310871495488023442e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.545891646029814837e+01,2.093122781110005093e+01,1.329745062767174701e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.459146891379286615e+01,9.100489557251447081e+01,7.842919627684364059e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.133442937843366849e+01,2.956610091584791533e+01,8.391659622981855193e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.783517023306373517e-01,7.093206772645910263e-03,9.647609920456429222e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.662478357995802014e+01,1.790638825601654816e+01,3.093049893177785137e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.355053562073371864e+01,6.548985614595882510e+01,3.163576754573038841e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.069814084816852784e+01,4.898140378101815173e+01,5.419697904561131452e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.903986414047965781e+01,4.706885916620686316e+01,5.409604005769432433e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.144994652800016866e+01,5.113823307503528781e+01,9.253214330018964517e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.585037491849933033e+00,7.640512941220951859e+01,6.646753706366700953e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.866231885176216565e+01,1.502570774559451827e+01,4.449510997696965120e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.741397408114976741e+01,1.201086888143279019e+01,1.551356987141563337e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.737748176552808843e+01,1.505397270354547068e+00,7.600800568672372037e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.916453131417023314e+01,4.692636481624291633e+01,5.663778993461519207e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.180478013174754892e+01,4.330529448519656910e+01,3.084011295570046229e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.190570176001268266e+01,6.260783581655052643e+01,9.835328644634375905e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.051184338229403181e+01,4.368551573979802072e+01,6.787922753870586234e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.949498469353353869e+01,1.691834854019069923e+01,9.551017681161479800e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.425386074905614464e+01,8.290948433404193452e+01,4.944054205072730923e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.556240381083820523e+01,3.505147432201805913e+01,5.971444106915718919e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.683053610127462463e+01,9.887686355033673635e+01,2.657051125601766017e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.280051979733043410e+00,4.069059259481304736e+01,3.382927559365204218e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.759862907181202729e+01,9.020279851623642742e+01,1.851959729355058215e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.379477495373414619e+01,8.417716910437535205e+01,3.753973088260317326e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.984174339385814445e+00,5.267197247964801932e+01,7.633972120590092914e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.656223724104881967e+01,2.808013122784691618e+01,3.754235624980357500e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.664495224205610668e+01,5.322295314032240299e+01,6.255022068329086693e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.736651518380312353e+01,6.533826137044836457e+01,1.056162610493680631e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.396329584640689347e+01,4.531629598835677086e+01,1.506170327196929648e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.397376428625496203e+01,9.357015575473108981e+01,3.556014059114347248e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.304491002591515780e+01,3.213654708327597831e+01,5.295560036966868722e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.814830496899020318e+01,6.929618431425403458e+01,6.233737379652780675e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.742065597529577303e+01,5.206190403556735191e+01,5.105005225199425922e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.648307077846796176e+01,7.254194570297639189e+01,4.742928107333281673e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.389183061354051318e+01,2.747976542931389687e+01,8.824342198630246514e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.658721868694208723e+01,8.431559010393443998e+01,8.701766748102667748e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.032809077722964730e+01,4.905267325532602918e+00,8.847125853619685643e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.502625001111228187e+01,6.252821235263673572e+01,2.418070969638985801e+01,0.000000000000000000e+00,0.000000000000000000e+00
